mr_id,mr_title,author,repo,total_changed_lines,added_lines,deleted_lines,changed_files_count,max_file_changed_lines,code_files_count,test_files_count,has_only_test_change,has_only_doc_change,code_lines_ratio,modified_methods_count,max_method_complexity,max_method_lines,max_nesting_level,has_new_dependency,has_database_migration,has_api_change,has_breaking_change,has_unit_test,unit_test_coverage,test_coverage_change,new_test_count,test_to_code_ratio,ci_build_passed,ci_unit_test_passed,ci_lint_passed,lint_issues_count,security_vulnerabilities,code_smells_count,author_total_mrs,author_mrs_last_30d,author_merge_rate_30d,author_revert_rate_30d,is_first_mr,is_core_contributor,author_days_in_repo,author_avg_mr_size,author_bug_fix_count_30d,commit_count,avg_commit_size,commit_message_quality,repo_importance_score,is_repo_owner,is_maintainer,involves_payment,involves_pii,involves_auth,involves_security,modifies_critical_file,has_todo_or_fixme,can_auto_merge
MR-02973,Feature/Fix #2973,author_14,repo_1,125,5,19,3,23,3,0,0,0,0.8398945237207942,6,3.7317263098287072,93,1,0,0,0,0,1,66.32908061217297,-5.250347133425155,3,0.5525358553023421,1,1,1,8,2,2,4,6,0.667758186011531,0.0359612640773323,0,0,27,10,4,2,25,8.299605240922409,7.689201063800651,0,1,0,0,0,0,0,0,0
MR-02974,Feature/Fix #2974,author_24,repo_6,2,4,50,6,6,1,2,0,0,0.928954291304073,6,5.600416613246047,10,5,0,0,0,0,1,73.78166555206585,-3.9013315441702208,4,0.3243567643405601,1,1,1,4,1,2,5,5,0.7421209845597001,0.0473245917100774,1,1,164,22,3,2,26,8.653052544091826,8.326040687818299,0,0,0,0,0,0,0,0,0
MR-02975,Feature/Fix #2975,author_10,repo_6,23,1,36,2,19,2,2,0,0,0.7271286783900786,3,5.603084275176997,51,1,0,0,0,0,0,72.61706417835437,-0.9049340342326292,0,0.756650978648123,1,1,1,5,0,2,7,2,0.8417599945658382,0.1093822172770369,1,1,70,30,2,3,10,9.59753712584919,5.034371979336326,0,0,0,0,0,0,0,0,1
MR-02976,Feature/Fix #2976,author_16,repo_3,8,20,50,3,73,3,0,0,0,0.461137998288031,5,10.351094828927987,46,3,0,0,0,0,1,86.82912902874885,4.619100070897951,0,0.4913476165990182,1,1,1,4,0,1,16,5,0.834031071801692,0.0247593714607315,0,0,287,12,3,2,62,6.925459710050934,6.470132315393539,0,0,0,0,0,0,0,0,1
MR-02977,Feature/Fix #2977,author_16,repo_2,26,19,0,2,5,4,1,0,0,0.4309343558658654,4,3.02602272592016,53,2,1,0,0,0,0,54.70812092681496,3.341921767877317,2,0.1097796646864835,1,1,0,1,0,3,41,1,0.6697875222822133,0.1117660421746927,0,0,19,86,2,3,54,7.253584617430736,4.336819512300332,0,0,0,0,0,0,0,0,0
MR-02978,Feature/Fix #2978,author_22,repo_2,70,5,6,5,5,2,2,0,0,0.7632531663052023,6,6.767428798199896,24,5,1,0,0,0,0,64.06130085695497,2.6128866503819888,4,0.0587159532502535,1,1,1,4,0,2,27,6,0.763653229138854,0.0020613437402282,0,0,131,266,0,5,48,6.737972547721689,6.904582002624367,0,1,0,0,0,0,0,0,0
MR-02979,Feature/Fix #2979,author_10,repo_9,120,29,2,3,79,2,0,0,0,0.5728938883039454,2,6.099194555100821,10,7,0,0,0,0,0,81.59700416511389,17.62969861136905,1,0.088170092761976,1,1,1,2,0,0,138,7,0.8450327996246042,0.0008588619315083,0,1,145,10,4,4,65,5.074846737887164,4.432982891338471,0,0,0,0,0,0,1,0,0
MR-02980,Feature/Fix #2980,author_13,repo_11,40,33,14,2,18,3,0,0,0,0.6961934284339553,4,7.481776670277493,10,7,0,0,0,0,1,84.00458831320277,6.73756801594863,4,0.2338166808072903,0,1,0,4,0,2,8,6,0.6339263913946138,0.0059420591244531,0,0,61,305,1,4,10,6.098961695065411,7.1675910674046,0,0,0,0,0,0,0,0,0
MR-02981,Feature/Fix #2981,author_6,repo_5,17,7,55,5,5,1,0,0,0,0.7553494598752595,6,10.733253564266,19,5,0,0,0,0,1,45.45893601181384,-9.614609569219343,1,0.1769263516367454,1,1,1,6,1,3,31,4,0.8797352896977713,0.0105507367321689,0,0,157,51,3,7,10,5.467632553615851,8.672272727840149,0,0,0,0,0,0,0,0,0
MR-02982,Feature/Fix #2982,author_12,repo_7,36,10,15,4,5,2,3,0,0,0.5516289456049417,5,2.997168958050575,44,6,0,0,0,0,1,79.19270784092672,-1.9718281910907995,6,0.4101980558698511,1,1,1,3,1,3,6,3,0.821393620473144,0.062978905935033,0,0,27,32,1,5,80,4.691410280065701,6.647140751921,0,0,0,1,0,0,0,0,0
MR-02983,Feature/Fix #2983,author_9,repo_5,14,116,47,1,74,3,1,1,0,0.7932229965696852,2,13.350790553164282,62,4,0,0,0,0,1,79.10387852083667,4.035271805457682,4,0.1885697098489646,1,1,1,6,0,6,16,4,0.7054604658957445,0.0279695553905941,0,0,336,148,3,5,15,6.698458567313674,8.05658321119961,0,0,0,0,0,0,0,0,1
MR-02984,Feature/Fix #2984,author_13,repo_7,96,11,9,4,23,3,2,0,0,0.7478931944257365,3,8.102626025904499,54,1,0,0,0,0,1,64.77776413700838,-2.8534428879527303,3,0.4196403404606211,1,1,1,3,1,3,17,4,0.953173834932876,0.0011902799639418,0,0,102,330,5,2,24,6.605097944215191,5.525697592675039,1,0,0,0,0,0,0,0,0
MR-02985,Feature/Fix #2985,author_4,repo_4,81,35,10,7,6,1,1,0,0,0.8501947921545288,2,9.25011190760604,41,4,0,1,0,0,1,81.37078421002599,10.291858684572208,2,0.1929170887738528,1,1,1,6,2,2,45,2,0.8985849433231179,0.0959398870774004,0,0,162,59,3,3,149,8.50203082266799,4.723898802104014,1,0,0,0,0,0,0,1,0
MR-02986,Feature/Fix #2986,author_24,repo_8,32,15,56,4,78,2,1,1,0,0.570310484601471,6,5.819049447824993,61,2,0,0,0,0,1,92.516813523097,-4.613293541805482,4,0.2161044340653793,1,1,1,2,0,0,43,2,0.7316466346968324,0.0038938633183599,0,0,101,180,1,4,10,9.020099128692406,8.953107287971042,0,0,0,0,0,0,0,0,1
MR-02987,Feature/Fix #2987,author_11,repo_11,15,39,13,5,65,3,2,0,0,0.7607320695636246,2,12.158865327617526,29,3,1,0,0,0,1,78.02049768269043,9.45686752489503,3,0.0233779258277729,1,1,0,0,1,3,15,3,0.8536161105398966,0.0157638866777639,0,0,1237,99,1,1,16,4.9166403975149136,5.4206592825214415,0,0,0,0,0,0,0,0,0
MR-02988,Feature/Fix #2988,author_20,repo_10,13,36,38,2,5,3,5,0,0,0.7622128737365428,5,5.328940978707589,10,4,0,0,0,0,0,83.50283108859786,-7.574970433286665,1,0.6137243604835457,1,1,0,0,0,3,3,9,0.5756947292797588,0.0273745438486857,0,0,677,41,3,1,20,7.780640852917978,5.8545938240927455,0,0,0,0,1,0,1,1,0
MR-02989,Feature/Fix #2989,author_18,repo_11,1,27,6,3,30,1,0,1,0,0.7321124239591947,4,9.370735913202154,34,2,1,0,0,0,0,63.30538815541708,12.148917726816098,1,0.1744533772135859,0,1,1,1,0,4,5,5,0.6888601640838402,0.0088904038592568,0,0,10,17,1,4,47,7.631036921636916,7.564591395187933,0,0,0,0,0,0,0,0,1
MR-02990,Feature/Fix #2990,author_11,repo_10,67,48,74,6,9,1,0,0,0,0.7860067457279886,3,10.00345158984488,69,3,0,0,0,0,1,81.36102293863097,-5.295076844396401,6,0.3078667985074749,1,0,1,4,0,3,160,1,0.9030509990890576,0.0269783712420686,0,0,1696,31,2,3,30,7.593911844582159,6.976380284808784,0,0,0,0,0,0,0,0,0
MR-02991,Feature/Fix #2991,author_21,repo_7,23,70,21,4,26,2,4,0,0,0.6981224698365144,3,8.351160424625323,24,1,0,0,0,0,1,81.23218031558076,-1.0246650106046922,4,0.2064140426632134,1,1,1,6,0,2,240,3,0.5161422945370533,0.0215896206496061,0,0,46,29,2,2,44,5.019435393140489,4.441130263702807,0,0,0,0,0,0,0,0,1
MR-02992,Feature/Fix #2992,author_4,repo_10,15,21,35,3,11,4,0,0,0,0.5500934934132702,3,9.189312493783712,34,3,1,0,0,0,0,51.16765853223965,7.680596948264251,1,0.4363348767872415,1,1,1,4,0,2,46,1,0.715456224482473,0.002529618548259,0,0,93,800,1,1,18,7.20842855821356,5.699034116224552,0,0,0,0,0,0,0,1,0
MR-02993,Feature/Fix #2993,author_18,repo_5,25,6,2,3,13,2,1,0,0,0.7323762750308177,2,3.854610054794064,72,2,0,0,0,0,0,39.08108060335909,3.4622484170873937,1,0.1030741893339374,1,0,1,3,0,1,130,3,0.9795060065264508,0.0744844499143187,0,0,47,395,1,5,23,8.224686365117426,7.725610181295889,0,0,0,0,0,0,1,0,0
MR-02994,Feature/Fix #2994,author_1,repo_11,68,12,16,4,32,3,0,1,0,0.6481376838563843,5,3.518612997240284,77,5,1,0,0,0,1,59.8213208944784,-7.904333633833974,4,0.4536760132445312,1,1,1,2,0,0,136,5,0.8337076789534011,0.0750170905110059,0,0,221,50,1,2,82,7.715537132425029,5.496513782616019,0,0,0,0,0,0,0,0,1
MR-02995,Feature/Fix #2995,author_7,repo_6,5,35,57,1,27,2,1,1,0,0.8385820273722532,2,7.148036670812594,46,3,0,0,0,0,1,89.63155978942062,1.761914921483366,3,0.1241513622611081,1,1,1,1,0,1,28,2,0.5529450306149681,0.0487592414689382,0,0,194,419,3,1,16,8.113532463697746,7.387862927033726,0,1,0,0,0,0,0,0,1
MR-02996,Feature/Fix #2996,author_6,repo_5,77,26,52,4,17,5,2,0,0,0.6711039462678142,2,5.392644809409008,10,1,1,0,0,0,0,71.88109045960364,5.134495904229305,0,0.3791011839671184,0,1,1,1,0,1,28,1,0.9570572499188268,0.0143754322866258,0,0,54,11,1,3,47,7.075370530607197,6.2925258685980605,0,0,0,1,0,0,0,0,0
MR-02997,Feature/Fix #2997,author_15,repo_7,91,4,1,5,5,4,1,0,0,0.7867156011395061,5,10.572967656227238,10,2,0,0,0,0,1,74.48949339386962,-4.643662529848701,3,0.3944826998996381,1,1,0,5,0,0,29,5,0.7247161701435412,0.0462985904569516,1,0,146,123,4,1,19,8.659806210248258,5.452114524861354,0,0,0,0,0,0,0,0,0
MR-02998,Feature/Fix #2998,author_18,repo_2,117,1,9,2,122,3,0,1,0,0.5241805088766681,5,4.546083679987371,11,2,1,0,1,0,0,43.13359927463596,6.250964724170741,1,0.4590911344053984,1,1,0,5,0,4,46,2,0.9074232240936986,0.0864725465742996,0,0,76,45,1,4,18,8.363102919445355,3.736658524255898,0,0,0,0,0,0,0,0,1
MR-02999,Feature/Fix #2999,author_24,repo_5,20,28,14,3,6,3,0,0,0,0.9646388987518516,3,8.168763578087184,134,4,0,0,0,0,1,47.10882133307664,2.469195953125584,2,0.1441092312880805,1,0,1,4,0,2,8,1,0.76254008730146,0.1618317581772803,0,0,121,103,4,2,45,6.600182871536432,5.288458147641212,0,0,0,0,0,0,0,0,0
MR-03000,Feature/Fix #3000,author_11,repo_10,9,7,4,2,35,3,0,0,0,0.7435339451914877,4,4.695771942413861,24,1,0,0,0,0,1,63.17559587387693,-4.231716585676178,0,0.1891258580736012,1,1,1,4,0,2,30,4,0.9298490208754552,0.021979228531124,0,0,75,800,2,1,90,6.558206581774902,5.436740797608467,0,0,0,1,0,0,0,0,0
MR-03001,Feature/Fix #3001,author_20,repo_3,18,17,32,1,5,1,2,0,0,0.5842631943914279,4,4.076342096843884,57,4,0,0,0,0,1,48.51185522535472,-2.041648905510992,1,0.3967345274285451,1,1,1,2,0,4,5,2,0.5483136874104573,0.0557941907887515,0,1,28,203,2,4,24,6.980249165613722,5.594452323099411,0,0,0,0,0,0,0,0,1
MR-03002,Feature/Fix #3002,author_24,repo_9,16,34,5,7,40,2,2,0,0,0.6549096700538558,2,4.291984787406086,10,1,0,0,0,0,0,62.327393937271566,8.920109169733767,1,0.4178797756653103,1,1,1,2,1,3,29,4,0.6086498596171352,0.0724791582828061,0,0,225,10,1,2,18,5.506397405003888,6.659443512267554,0,0,0,0,1,0,0,0,0
MR-03003,Feature/Fix #3003,author_15,repo_6,7,20,10,4,5,1,2,0,0,0.7950397752070095,3,5.021234133769907,67,1,0,1,0,0,0,59.43677103554264,-7.796773271573713,0,0.3153252213138746,1,1,0,2,0,2,13,3,0.8858867069919346,0.1335215332463541,0,0,8,10,2,6,91,5.690221252695896,7.223820771470879,0,0,0,0,0,0,0,0,0
MR-03004,Feature/Fix #3004,author_16,repo_10,37,2,27,5,9,4,1,0,0,0.7123022093179897,5,10.01796039608369,13,2,0,0,0,0,1,74.60335739098434,0.196672393251118,2,0.6681218303393516,0,0,1,6,0,6,20,10,0.7741719531717153,0.0691222534944333,0,0,65,110,1,2,10,7.519799880794995,3.7098184218236505,0,1,0,0,0,0,0,0,0
MR-03005,Feature/Fix #3005,author_7,repo_3,25,5,16,3,36,2,1,0,0,0.8990347786650406,7,14.38165520357108,124,2,0,0,0,1,0,53.74591782743896,-5.104363696151216,2,0.1389595400034396,1,1,1,1,1,1,41,5,0.6579421116016932,0.0582628224308276,0,0,55,276,3,3,21,7.299273879257953,6.500738514801732,0,0,0,0,1,0,1,0,0
MR-03006,Feature/Fix #3006,author_21,repo_7,80,6,33,3,11,1,2,0,0,0.590472959489764,7,6.800522507651637,30,4,0,0,0,0,1,55.28697875798974,3.4484315279684807,3,0.3672981197095966,0,1,1,1,1,5,5,4,0.8325625327463281,0.0195449450497706,0,1,418,113,2,4,19,7.194757831618039,4.368213454539648,0,1,0,0,0,0,0,0,0
MR-03007,Feature/Fix #3007,author_10,repo_4,1,7,81,1,26,4,4,0,0,0.7002496788265272,4,3.6184931457376126,75,4,0,0,0,0,1,61.94355687826704,-6.117131797977573,1,0.2713372138812454,1,1,0,0,0,3,1,4,0.8251821884293095,0.0121354434175715,0,0,8,12,6,2,10,5.564898832118669,5.370242703774406,0,0,0,0,0,0,0,0,0
MR-03008,Feature/Fix #3008,author_12,repo_3,41,20,3,2,5,4,1,0,0,0.4494196655055585,2,9.648981753265533,10,6,0,0,0,0,1,40.60101163748899,-13.9252597335118,1,0.4606592801168403,1,1,1,0,2,2,44,4,0.9186153898027142,0.0266542623151488,0,0,1187,154,1,3,29,6.257817141895977,6.069473913236113,0,0,0,0,0,0,0,0,0
MR-03009,Feature/Fix #3009,author_24,repo_8,57,17,30,6,7,1,1,0,0,0.628859211395865,3,3.5907347179692395,14,2,0,0,0,0,0,70.97254818230273,3.2739531307964045,3,0.2334452831937586,1,1,0,7,0,2,22,2,0.9085385607727272,0.0031480218673671,0,1,71,157,1,3,10,9.332369831204602,7.0959570898555135,0,0,0,0,0,0,0,0,1
MR-03010,Feature/Fix #3010,author_14,repo_4,56,5,6,4,46,2,1,0,1,0.9287906213534182,5,4.714292171474348,17,3,0,0,0,0,1,65.54838939818866,2.4766922535596674,4,0.3776251410617933,1,1,1,3,0,3,92,1,0.8464394055976965,0.0153423527546974,0,0,348,71,4,2,10,8.906316583090078,8.541808418829278,0,0,0,0,0,0,0,0,1
MR-03011,Feature/Fix #3011,author_5,repo_11,86,1,13,2,5,2,0,0,0,0.6892899026029427,6,12.430496576521556,37,7,0,1,0,0,1,79.09487778450078,-4.113150387782827,4,0.3170781020441662,1,1,1,3,0,1,18,3,0.7051111252418639,0.1191690197960722,0,0,715,147,1,1,37,7.909264329672178,5.551018275126904,0,1,0,0,0,0,0,0,0
MR-03012,Feature/Fix #3012,author_21,repo_1,52,4,0,3,5,1,1,0,0,0.7629449753590554,3,4.468209178904655,27,7,0,0,1,1,1,68.01350746676833,2.584974945424115,3,0.59027770710085,1,1,1,5,0,3,31,3,0.8694242835256839,0.0379624442502788,0,0,85,84,2,6,59,5.483778386937843,6.741286856553852,0,0,0,0,0,0,0,0,0
MR-03013,Feature/Fix #3013,author_18,repo_6,105,103,3,4,8,2,1,0,0,0.7738291083203589,7,7.23225798461873,39,4,0,0,0,0,1,76.85075249076803,6.635028154301386,1,0.6445879116532913,1,1,0,1,0,4,8,2,0.893207191290615,0.0489505274750963,0,0,158,154,4,1,154,4.77118532928965,6.557490202525077,0,0,0,0,0,0,0,0,1
MR-03014,Feature/Fix #3014,author_5,repo_10,16,15,9,4,5,5,0,0,0,0.520452787740258,4,11.35129928806506,19,2,0,0,0,0,1,55.44130526656343,-4.209654545160873,1,0.5065855948674703,0,1,0,3,1,0,48,5,0.7883215950580309,0.058856659242295,0,0,89,76,4,3,78,7.378459225675418,7.163215979764341,0,0,0,0,0,0,0,0,0
MR-03015,Feature/Fix #3015,author_3,repo_11,27,50,10,2,5,3,1,0,0,0.3341875100938815,4,8.64632352174352,10,4,0,0,0,0,0,59.25640151864589,-1.088406672867289,1,0.1077678924161609,1,1,1,4,0,1,134,4,0.7965043276956634,0.0012183495491133,0,0,61,36,1,5,49,6.161221355185448,6.128713540552008,1,0,0,0,0,0,0,0,1
MR-03016,Feature/Fix #3016,author_23,repo_11,1,47,57,4,11,1,2,0,0,0.5567443454997674,6,9.336803725749832,103,4,0,0,0,0,1,65.41232237462549,-5.265635324058502,5,0.4223132115527232,1,0,1,8,0,3,34,5,0.985747636163244,0.0086218845213237,0,1,115,13,3,4,79,5.434718596366636,5.326272382651344,1,0,0,0,0,0,0,1,0
MR-03017,Feature/Fix #3017,author_5,repo_1,1,17,33,3,5,1,0,0,0,0.7854399101331977,3,4.739512297550916,10,2,0,0,0,0,1,46.93935732749723,-3.060872099953519,2,0.3626320886604201,1,1,1,1,0,2,500,4,0.716780672102712,0.0058141969023001,1,1,99,22,1,2,28,9.660334385923,6.250574713691741,0,0,0,0,0,0,0,0,1
MR-03018,Feature/Fix #3018,author_24,repo_5,10,30,89,6,70,2,1,0,0,0.6336162741744896,4,10.23052089053199,64,5,0,0,0,0,1,67.09159431892283,6.409390420237777,3,0.2921186190879065,1,1,0,0,0,2,81,3,0.7859466965742052,0.064081364165128,0,0,67,23,3,4,41,7.479072004643855,5.125769937099742,0,0,0,0,0,0,0,0,1
MR-03019,Feature/Fix #3019,author_17,repo_7,4,5,22,2,5,1,0,0,0,0.6254585216016872,3,5.130407148556152,80,1,0,0,0,1,0,75.11102167616902,-1.2263851262314207,2,0.2030370878327533,1,1,1,8,0,2,1,3,0.5447401750375572,0.0296221326629854,0,0,110,56,2,4,62,6.531040457563501,8.355283352135821,0,0,0,0,0,0,0,0,0
MR-03020,Feature/Fix #3020,author_19,repo_6,12,29,6,4,69,2,2,0,0,0.5647913316578106,7,6.7027671358467575,11,1,0,0,0,0,0,72.30520688592334,-2.382213959050955,3,0.0820036855506941,1,1,0,2,0,5,39,4,0.57246500879936,0.2105490881286182,0,0,79,280,0,2,28,5.831848245919442,5.110218727754304,0,0,0,0,0,0,0,0,1
MR-03021,Feature/Fix #3021,author_19,repo_2,7,7,9,5,60,3,1,0,0,0.6761944570870967,2,6.450304661203269,30,1,0,0,0,0,1,55.3449318921946,-4.425571172840446,4,0.7057037935430939,1,1,1,4,0,1,18,3,0.8241785848241476,0.1399994979136623,1,0,12,86,0,4,10,4.639823068012964,8.063287583492894,0,0,0,0,0,0,0,1,0
MR-03022,Feature/Fix #3022,author_21,repo_11,1,44,9,2,5,2,0,0,0,0.7747147966974528,1,6.544243794328734,46,2,0,0,0,0,1,66.8378797660013,-0.1084414188594894,0,0.5651750664191564,1,1,1,1,0,1,15,3,0.8427565328781289,0.0277057576332941,0,0,8,224,1,3,24,6.808694117214126,5.99514454654689,0,0,0,0,0,0,0,0,1
MR-03023,Feature/Fix #3023,author_12,repo_4,96,2,9,3,5,1,1,0,0,0.4842774638016421,4,9.871750996016411,72,5,0,0,0,0,1,66.50996718001261,8.32799957123326,1,0.3584923070140131,1,0,1,4,0,0,15,5,0.8590797725099574,0.0129239271834672,0,1,177,32,1,2,35,6.192216013580626,7.657014183096404,0,0,0,0,0,0,0,0,0
MR-03024,Feature/Fix #3024,author_9,repo_11,1,37,27,1,5,4,1,0,0,0.7516453436793388,1,5.994365671418555,62,1,0,0,0,0,1,76.70778262788485,-8.164174932539108,4,0.5635959693800998,1,1,1,3,1,3,36,5,0.7312016195367892,0.1238091575699494,0,0,396,40,1,1,28,8.676651289068623,5.592291666708669,0,0,0,0,0,0,0,1,0
MR-03025,Feature/Fix #3025,author_1,repo_2,53,2,18,5,31,2,2,0,1,0.7435396441213068,3,10.192816032949432,59,4,0,0,0,0,1,29.47472998802425,-0.212355486603837,2,0.2629734107828636,1,0,1,3,0,6,67,2,0.9383764265710324,0.0085025672186142,0,0,297,42,4,3,44,8.264454424243192,5.884486176743156,0,0,0,0,0,0,0,0,1
MR-03026,Feature/Fix #3026,author_18,repo_11,6,53,12,3,38,4,1,0,0,0.8226052038937226,5,11.496075552160708,10,3,0,0,0,0,0,62.14687370995043,2.2517934918948197,2,0.1155446889780781,1,1,1,4,1,7,31,4,0.8606061131133453,0.0065007833903864,0,1,2000,32,3,4,98,8.49902113027558,6.848365003611683,0,0,0,0,0,0,0,0,1
MR-03027,Feature/Fix #3027,author_21,repo_1,97,9,4,2,33,3,2,0,0,0.8637244537483921,6,10.728477933928389,132,1,0,1,0,0,1,60.88097430758154,3.983718379347821,1,0.172288377344757,1,1,0,3,0,3,71,2,0.7192962082946088,0.1835413576347366,0,0,1680,85,0,1,35,7.086689038388581,6.1627651858389125,0,1,0,0,0,0,0,0,0
MR-03028,Feature/Fix #3028,author_4,repo_3,89,26,0,4,27,1,1,1,0,0.6299398941510704,2,11.57170358108178,25,2,1,0,0,0,1,72.8474340012703,12.776147552759072,3,0.3117363920955411,1,1,1,2,0,3,2,4,0.9243282268171076,0.0632126306770748,0,0,110,76,1,1,104,6.297898592689179,5.442777060624332,0,1,0,0,0,0,0,0,1
MR-03029,Feature/Fix #3029,author_10,repo_3,42,16,6,4,6,6,0,0,0,0.7167984514421754,6,4.383765046660677,12,5,0,0,1,0,1,82.94366491665997,6.007099052532798,0,0.2264232639428814,1,1,1,5,0,3,90,4,0.836346194237948,0.0857167492117931,0,0,214,102,1,2,23,8.580769347848038,7.269191084421781,0,0,0,0,0,0,0,0,0
MR-03030,Feature/Fix #3030,author_7,repo_7,44,11,2,1,64,1,2,0,0,0.8851379392658878,7,9.302902453208588,10,5,1,0,0,0,1,57.49299783632923,-7.243419221928637,2,0.2741159270983013,1,0,1,1,0,2,2,2,0.6601556183291731,0.1308534849111195,0,0,82,60,1,1,10,8.302457765589068,3.3724205984271736,0,0,0,0,0,0,0,0,0
MR-03031,Feature/Fix #3031,author_22,repo_1,1,25,38,6,13,1,3,1,0,0.8759792121096572,5,6.199857215562448,113,4,0,0,0,0,0,62.36194858521629,1.379835104987808,3,0.1755411451281282,1,1,1,4,0,2,23,6,0.8668786671306526,0.016832822921563,0,0,2000,34,1,4,53,7.184455638417353,5.865589569912097,0,1,0,0,0,0,0,0,1
MR-03032,Feature/Fix #3032,author_23,repo_9,167,73,2,3,149,2,0,0,0,0.8234109296181863,4,9.781945043792934,10,7,0,0,1,0,1,85.74526686021258,2.5174715328613355,3,0.0077496451086484,1,1,1,2,1,4,1,5,0.8780943409037554,0.0481249537867139,0,0,598,86,2,5,38,5.13816054222514,8.643616192066535,0,0,0,0,0,0,0,0,0
MR-03033,Feature/Fix #3033,author_1,repo_11,84,1,32,4,17,2,2,0,0,0.695509674993193,6,5.75314615756958,93,4,0,0,1,0,1,37.67785625953463,5.666462212566007,3,0.10002597703474,1,1,1,4,0,4,15,5,0.8306027367545068,0.084177677195192,0,0,151,90,1,5,223,7.632588061255791,4.962554897025991,0,0,0,0,0,0,0,0,0
MR-03034,Feature/Fix #3034,author_17,repo_6,90,62,12,4,10,1,0,0,0,0.6700862577545008,4,7.520057681501122,10,6,0,0,0,0,1,40.01530156408326,0.3678414475764013,0,0.3773416878538355,0,1,1,2,0,2,166,4,0.6827059052612751,0.1474635335266585,0,0,233,20,2,4,11,7.849605464264941,4.523554491050203,0,0,0,0,0,0,0,0,0
MR-03035,Feature/Fix #3035,author_24,repo_4,43,23,1,3,78,2,3,0,0,0.5642165275177405,2,3.5237560701428423,131,2,0,0,0,0,0,77.46514614427564,2.0005577022736745,2,0.2310545922575023,1,1,1,6,0,2,108,4,0.4225716007002698,0.0954561413375293,0,0,252,22,2,5,10,5.553815480500845,7.259721941859154,0,0,0,0,0,0,1,0,0
MR-03036,Feature/Fix #3036,author_2,repo_3,16,41,41,2,29,4,0,0,0,0.6896452257374924,6,6.743010389228438,10,5,0,0,0,0,0,56.54002265524596,2.8461943939128265,5,0.5476693298230402,1,1,1,8,0,3,20,5,0.9166641150066528,0.0222653843502009,0,0,112,28,2,3,150,7.675707934426366,7.845972336755813,0,0,0,0,0,0,0,0,1
MR-03037,Feature/Fix #3037,author_11,repo_3,89,12,21,4,44,1,2,0,0,0.8152338326799727,2,4.974457042015169,10,4,0,0,0,0,1,81.92517803140363,4.79946591112002,6,0.1389846769903795,1,1,0,2,1,0,5,2,0.6688595466195002,0.0862879464704935,0,0,94,343,8,4,39,7.900076124332815,7.469367241004977,0,1,0,0,0,1,0,0,0
MR-03038,Feature/Fix #3038,author_9,repo_2,13,15,6,4,18,4,1,0,0,0.3659181068671976,2,6.5086058828180775,10,2,0,0,0,0,1,62.534569585355314,2.1850311109244567,1,0.4931491697143645,1,1,1,4,0,2,9,4,0.8656261707235069,0.0425272942262714,0,0,8,10,2,3,162,7.055125591176253,6.609198706957043,0,0,0,0,0,0,0,0,1
MR-03039,Feature/Fix #3039,author_7,repo_2,33,50,56,2,76,2,0,0,0,0.5064770877612521,3,9.54064193041854,10,1,0,0,0,0,1,68.77680119702616,-4.212957014425121,2,0.3953776132285819,1,1,1,2,1,3,482,10,0.7518093324933453,0.0555571661926511,1,0,9,105,1,7,22,5.552878063019363,3.41250524338638,0,1,0,0,0,0,0,0,0
MR-03040,Feature/Fix #3040,author_22,repo_10,4,13,1,3,87,1,0,1,1,0.5710087719838991,6,4.995371882208247,90,1,0,0,0,0,0,32.03946556623487,-0.8029188637959486,4,0.1844401183029027,1,1,1,4,0,2,65,4,0.901384537817856,0.0448983519967343,0,1,96,381,2,1,89,7.637543246409231,6.734673551278937,1,0,0,0,1,0,0,0,1
MR-03041,Feature/Fix #3041,author_17,repo_5,102,19,5,4,20,4,0,0,0,0.6792476408030742,4,9.729395680722533,50,2,0,1,0,0,1,52.62730783565065,3.323628750738862,2,0.3552592501293503,1,1,0,5,0,4,81,9,0.2207706769147526,0.0849534394022295,0,0,36,25,2,1,56,7.265514200782139,3.7952814913694,0,1,1,0,0,0,0,1,0
MR-03042,Feature/Fix #3042,author_17,repo_9,6,0,34,4,9,3,1,0,0,0.955284961248178,4,9.865539161023436,79,5,0,0,1,0,0,76.97378505744015,-2.8188492040351427,4,0.2180987312349466,1,1,1,2,1,2,3,5,0.9557607140523696,0.0582012067218696,1,0,493,230,3,4,12,5.788295551534068,5.764409316324454,0,0,0,0,1,0,0,0,0
MR-03043,Feature/Fix #3043,author_2,repo_2,10,4,30,2,36,6,0,0,0,0.9190090775333128,5,10.588595535745446,10,4,0,0,0,0,1,57.171012135390455,5.552119388100058,1,0.3012067653739805,1,1,1,3,1,1,25,2,0.9306997463104104,0.0179928313123065,0,1,1972,279,0,4,33,5.329464577844984,5.750085716682311,1,0,0,1,1,0,0,0,1
MR-03044,Feature/Fix #3044,author_6,repo_2,32,25,8,5,108,0,2,0,0,0.5898442054884955,3,3.2174155183172344,10,3,0,0,0,0,1,45.68499382158514,-3.2576259164554893,5,0.772058645206801,1,1,1,2,1,1,20,6,0.8046941194984372,0.028888940237959,0,0,24,134,5,3,24,7.574470106401959,9.590704856854634,0,0,0,0,0,0,0,0,0
